web-scraper-order,web-scraper-start-url,link,link-href,dataset_availability,dataset_provider,dataset_provider-href,tags,description
"1573166450-125","https://developers.google.com/earth-engine/datasets/catalog","NOAA CDR WHOI: Sea Surface Temperature, Version 2","https://developers.google.com/earth-engine/datasets/catalog/NOAA_CDR_SST_WHOI_V2","1988-01-01T00:00:00 - Present","NOAA","https://www.ncdc.noaa.gov/cdr/oceanic/sea-surface-temperature-whoi","atmospheric
    
      oisst
    
      ocean
    
      whoi
    
      hourly
    
      sst
    
      noaa
    
      cdr
    
      osb","The Sea Surface Temperature - WHOI dataset is part of the NOAA Ocean Surface
Bundle (OSB) and provides a high quality Climate Data Record (CDR) of sea
surface temperature over ice-free oceans."
"1573167083-301","https://developers.google.com/earth-engine/datasets/catalog","Global SRTM mTPI (Multi-Scale Topographic Position Index)","https://developers.google.com/earth-engine/datasets/catalog/CSP_ERGo_1_0_Global_SRTM_mTPI","2006-01-24T00:00:00 - 2011-05-13T00:00:00","Conservation Science Partners","http://www.csp-inc.org/","landforms
    
      elevation
    
      slope
    
      aspect
    
      geophysical
    
      topography
    
      global
    
      csp
    
      ergo","The mTPI distinguishes ridge from valley forms. It is calculated using
elevation data for each location subtracted by the mean elevation within a
neighborhood. mTPI uses moving windows of radius (km): 115.8, 89.9, 35.5,
13.1, 5.6, 2.8, and 1.2. It is based on the 30m SRTM DEM (available in EE
as USGS/SRTMGL1_003)."
"1573165959-58","https://developers.google.com/earth-engine/datasets/catalog","ArcticDEM Mosaic","https://developers.google.com/earth-engine/datasets/catalog/UMN_PGC_ArcticDEM_V3_2m_mosaic","2016-09-21T00:00:00 - 2016-09-21T00:00:00","University of Minnesota Polar Geospatial Center","https://www.pgc.umn.edu/data/arcticdem/","arctic
    
      dem
    
      geophysical
    
      umn
    
      pgc","ArcticDEM is a National Geospatial-Intelligence Agency (NGA) and National
Science Foundation (NSF) public-private initiative to automatically produce
a high-resolution, high-quality digital surface model (DSM) of the Arctic
using optical stereo imagery, high-performance computing, and open source
photogrammetry software. It includes vegetation, tree canopy, buildings, and
other man-made surface features. The 2m asset is a collection of strips rather
than a single mosaic due to projection differences between strips."
"1573165847-4","https://developers.google.com/earth-engine/datasets/catalog","WWF HydroSHEDS Flow Accumulation, 30 Arc-Seconds","https://developers.google.com/earth-engine/datasets/catalog/WWF_HydroSHEDS_30ACC","2000-02-11T00:00:00 - 2000-02-22T00:00:00","WWF","http://www.hydrosheds.org/","geophysical
    
      drainage
    
      flow
    
      accumulation
    
      wwf
    
      hydrosheds
    
      water
    
      hydrology
    
      hydrography
    
      srtm","HydroSHEDS is a mapping product that provides hydrographic information for regional and global-scale applications in a consistent format. It offers a suite of geo-referenced datasets (vector and raster) at various scales, including river networks, watershed boundaries, drainage directions, and flow accumulations. HydroSHEDS is based on elevation data obtained in 2000 by NASA's Shuttle Radar Topography Mission (SRTM)."
"1573167040-280","https://developers.google.com/earth-engine/datasets/catalog","GLIMS: Global Land Ice Measurements from Space - 2016","https://developers.google.com/earth-engine/datasets/catalog/GLIMS_2016","2015-06-15T00:00:00 - 2015-06-16T00:00:00","National Snow and Ice Data Center (NSDIC)","https://www.glims.org/","glacier
    
      landcover
    
      nsidc
    
      glims
    
      snow
    
      ice","Global Land Ice Measurements from Space (GLIMS) is
an international initiative with the goal of repeatedly surveying
the world's estimated 200,000 glaciers."
"1573167021-271","https://developers.google.com/earth-engine/datasets/catalog","PDSI: University of Idaho Palmer Drought Severity Index","https://developers.google.com/earth-engine/datasets/catalog/IDAHO_EPSCOR_PDSI","1979-03-01T00:00:00 - Present","University of Idaho","http://metdata.northwestknowledge.net/","pdsi
    
      drought
    
      conus
    
      crop
    
      palmer
    
      geophysical
    
      climate
    
      idaho
    
      uofi","The Palmer Drought Severity Index dataset provides
high spatial resolution (~4-km) thrice-monthly estimates of this
widely used measure of integrated water supply and demand anomalies
across the contiguous United States from 1979-present. The PDSI
is calculated using precipitation and potential evapotranspiration
derived from the gridded meteorological dataset of Abatzoglou (2013)."
"1573167087-303","https://developers.google.com/earth-engine/datasets/catalog","Global SRTM CHILI (Continuous Heat-Insolation Load Index)","https://developers.google.com/earth-engine/datasets/catalog/CSP_ERGo_1_0_Global_SRTM_CHILI","2006-01-24T00:00:00 - 2011-05-13T00:00:00","Conservation Science Partners","http://www.csp-inc.org/","landforms
    
      elevation
    
      slope
    
      aspect
    
      geophysical
    
      topography
    
      global
    
      csp
    
      ergo","CHILI is a surrogate for effects of insolation and topographic shading on
evapotranspiration represented by calculating insolation at early afternoon,
sun altitude equivalent to equinox. It is based on the 30m SRTM DEM
(available in EE as USGS/SRTMGL1_003)."
"1573165878-19","https://developers.google.com/earth-engine/datasets/catalog","WHRC Pantropical National Level Carbon Stock Dataset","https://developers.google.com/earth-engine/datasets/catalog/WHRC_biomass_tropical","2012-01-29T00:00:00 - 2012-01-29T00:00:00","WHRC","http://whrc.org/publications-data/datasets/pantropical-national-level-carbon-stock/","tropical
    
      pantropical
    
      biomass
    
      aboveground
    
      carbon
    
      geophysical
    
      whrc
    
      umd","A national-level map of above-ground live woody biomass density for
tropical countries at 500m. This dataset was assembled from a combination
of co-located field measurements, LiDAR observations, and imagery recorded
from the Moderate Resolution Imaging Spectroradiometer (MODIS)."
"1573165876-18","https://developers.google.com/earth-engine/datasets/catalog","WorldClim BIO Variables V1","https://developers.google.com/earth-engine/datasets/catalog/WORLDCLIM_V1_BIO","1960-01-01T00:00:00 - 1991-01-01T00:00:00","University of California, Berkeley","http://www.worldclim.org/version1","worldclim
    
      weather
    
      monthly
    
      climate
    
      temperature
    
      precipitation
    
      bioclim
    
      bio1
    
      bio2
    
      bio3
    
      bio4
    
      bio5
    
      bio6
    
      bio7
    
      bio8
    
      bio9
    
      bio10
    
      bio11
    
      bio12
    
      bio13
    
      bio14
    
      bio15
    
      bio16
    
      bio17
    
      bio18
    
      bio19
    
      diurnal
    
      warmest
    
      coldest
    
      wettest
    
      driest
    
      seasonality
    
      isothermality
    
      ucb
    
      berkeley","WorldClim V1 Bioclim provides bioclimatic variables that are derived from
the monthly temperature and rainfall in order to generate more biologically
meaningful values."
"1573166255-103","https://developers.google.com/earth-engine/datasets/catalog","2000 Greenland Mosaic - Greenland Ice Mapping Project (GIMP)","https://developers.google.com/earth-engine/datasets/catalog/OSU_GIMP_2000_IMAGERY_MOSAIC","1999-06-30T00:00:00 - 2002-09-04T00:00:00","OSU Glacier Dynamics Group","https://bpcrc.osu.edu/gdg/data/gimpim2000","greenland
    
      arctic
    
      polar
    
      imagery
    
      osu
    
      gimp
    
      nasa
    
      radarsat-1","This dataset provides a complete 15 m resolution image mosaic
of the Greenland ice sheet derived from Landsat 7 ETM+ and
RADARSAT-1 SAR imagery from the years 1999 to 2002. The methods
include a combination of image cloud masking, pan sharpening,
image sampling and resizing, and image coregistration.
Please see Howat, 2014 for more information regarding
processing methods."
"1573167143-330","https://developers.google.com/earth-engine/datasets/catalog","GPWv411: Water Mask (Gridded Population of the World Version 4.11)","https://developers.google.com/earth-engine/datasets/catalog/CIESIN_GPWv411_GPW_Water_Mask","2000-01-01T00:00:00 - 2020-01-01T00:00:00","CIESIN","http://sedac.ciesin.columbia.edu/data/collection/gpw-v4","population
    
      ciesin
    
      gpw","The Gridded Population of World Version 4 (GPWv4), Revision 11 models the distribution
of global human population for the years 2000, 2005, 2010, 2015, and 2020
on 30 arc-second (approximately 1km) grid cells. Population is distributed
to cells using proportional allocation of population from census and
administrative units. Population input data are collected at the most
detailed spatial resolution available from the results of the 2010 round of
censuses, which occurred between 2005 and 2014. The input data are
extrapolated to produce population estimates for each modeled year."
"1573167133-325","https://developers.google.com/earth-engine/datasets/catalog","Sentinel-3 OLCI EFR: Ocean and Land Color Instrument Earth Observation Full Resolution","https://developers.google.com/earth-engine/datasets/catalog/COPERNICUS_S3_OLCI","2016-10-18T19:25:42 - Present","European Union/ESA/Copernicus","https://sentinel.esa.int/web/sentinel/user-guides/sentinel-3-olci","olci
    
      toa
    
      radiance
    
      eu
    
      esa
    
      copernicus
    
      sentinel","The Ocean and Land Color Instrument (OLCI) Earth Observation
Full Resolution (EFR) dataset contains top of atmosphere radiances
at 21 spectral bands with center wavelengths ranging between
0.4μm and 1.02μm at spatial resolution of 300m with
worldwide coverage every ~2 days."
"1573165930-44","https://developers.google.com/earth-engine/datasets/catalog","LSIB: Large Scale International Boundary Polygons, Simplified","https://developers.google.com/earth-engine/datasets/catalog/USDOS_LSIB_SIMPLE_2017","2017-03-30T00:00:00 - 2017-03-30T00:00:00","United States Department of State, Office of the Geographer","http://geonode.state.gov/","boundaries
    
      borders
    
      countries
    
      political
    
      dos
    
      usdos","The United States Office of the Geographer provides
the Large Scale International Boundary (LSIB) dataset. The detailed
version (2013) is derived from two other datasets: a LSIB line
vector file and the World Vector Shorelines (WVS) from the National
Geospatial-Intelligence Agency (NGA). The interior boundaries
reflect U.S. government policies on boundaries, boundary disputes,
and sovereignty. The exterior boundaries are derived from the
WVS; however, the WVS coastline data is outdated and generally
shifted from between several hundred meters to over a kilometer.
Each feature is the polygonal area enclosed by interior boundaries
and exterior coastlines where applicable, and many countries
consist of multiple features, one per disjoint region."
